45;35238;1, avenue du Canada;Aérien;Public;Grillage - Haie;Terre;20100303;OM-MM-VE;1351438.806439610000000;7220444.163454789700000;-1.68210840315885;48.0886549504783
46;35238;Square de Narvik;Aérien;Public;Grillage - Haie;Terre;;OM-MM;1351391.934686880100000;7220182.898785670300000;-1.68252358031385;48.086283826118
47;35238;Square de Terre Neuve;Aérien;Public;Grillage - Haie;Gravier;;OM-VE;1351382.898679000100000;7220075.004997470400000;-1.68255674158669;48.085310262741
48;35238;Avenue du Canada (angle promenade des Vikings);Aérien;Public;Grillage - Haie;Gravier;;OM-MM;1351411.573959490100000;7220145.717114210100000;-1.68223013887912;48.0859607442717
49;35238;Place Henri Terriere;Aérien;Public;Treillis soudé;Gravier;;OM-MM;1351333.315729960100000;7219909.510389749900000;-1.68308623427032;48.0837974429612
50;35238;Place Henri Terriere;Aérien;Public;Treillis soudé;Gravier;;OM-MM;1351333.229224839900000;7219900.512884429700000;-1.68308006160237;48.0837166194747
51;35238;42, avenue du Canada;Aérien;Public;Sans;Béton;;OM-MM;1351364.576696520000000;7219833.223410259900000;-1.68260523037952;48.0831296342541
53;35238;Place Pierre Gilles;Aérien;Public;Grillage - Haie;Gravier;;OM;1351293.816998719900000;7219752.917217380400000;-1.68348784140365;48.0823700405749
54;35238;Allee d Evora;Aérien;Public;Haie;Enrobé;;OM-MM;1352020.450955760000000;7219831.925752390200000;-1.67381655958672;48.0834757185975
55;35238;Allee de Coimbra;Aérien;Public;Haie;Enrobé;;OM-MM;1352111.379121579900000;7219826.053568810200000;-1.67259349100544;48.0834725419575
56;35238;Boulevard du Portugal (angle square du Douro);Aérien;Public;Sans;Enrobé;;OM-MM;1352562.980436940000000;7219792.724228490100000;-1.66651565299223;48.0834191825553
57;35238;Allee d Estramadure (Centre des Sapeurs Pompiers);Aérien;Privé;;Enrobé;;OM-MM-VE;1352872.485304639900000;7219746.761038919900000;-1.66233145846179;48.0831748527415
58;35238;Boulevard du Portugal (angle allee du Tage);Aérien;Public;Haie;Enrobé;;OM-MM;1352865.948234529900000;7219794.815314710100000;-1.66245802986936;48.0836027197237
60;35238;35, 37, boulevard du Portugal;Aérien;Public;Haie;Enrobé;;OM;1352691.138665850000000;7219811.490408930000000;-1.66481375791187;48.0836573749157
61;35238;Boulevard du Portugal (vers avenue Henri Freville);Aérien;Public;Béton - Grillage - Haie;Gravier;20100304;OM-MM-VE;1352080.184533440000000;7219866.254534070400000;-1.6730441370129;48.083816459279
64;35238;Rue d Espagne (angle allee de Navarre);Enterré;Public;Sans;Métal;;OM-MM-VE;1352170.660371169900000;7220168.423800709700000;-1.67207754235424;48.0865785330294
65;35238;1, rue d Andorre;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;1352390.793727529900000;7220186.307486260300000;-1.66914244681829;48.0868589602627
66;35238;2, avenue d Italie;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;1352454.853185419900000;7220297.672681530000000;-1.66837455952451;48.087893635591
67;35238;4, avenue d Italie;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;1352449.211044509900000;7220230.738452250100000;-1.66839578659028;48.0872896475501
68;35238;1, square Alexis Le Strat;Aérien;Public;Haie;Terre et béton;;OM;1352941.482606489900000;7220371.988297499700000;-1.66191416694992;48.0888255045076
69;35238;2, square Alexis Le Strat;Aérien;Public;Haie;Terre et béton;;OM;1352940.377250660000000;7220361.000542130300000;-1.66192006470351;48.0887262581867
70;35238;face au 1, square des Grisons;Enterré;;Sans;Métal;;OM-MM-VE;1352895.255119130000000;7220243.454964470100000;-1.6624293262172;48.0876464345644
71;35238;Square des Grisons;Aérien;Public;Haie;Béton;;OM-MM;1352946.924469240000000;7220209.964529439800000;-1.66170980880086;48.0873738500864
72;35238;Square des Grisons;Aérien;Public;Haie;Béton;;OM-MM;1352911.481962489900000;7220163.313465280500000;-1.66214687539973;48.0869357632697
73;35238;Allee de Berne;Enterré;Public;Sans;Métal;;OM-MM;1352691.579702550100000;7220065.441366720000000;-1.66501398499934;48.0859375241335
74;35238;Allee de Lucerne;Enterré;Public;Sans;Métal;;OM-MM-VE;1352787.736710629900000;7220083.514971209700000;-1.66374022936387;48.0861520766477
77;35238;Square de Setubal (entre le centre culturel islamiste et le parking aerien);Aérien;Public;Sans;Terre;20120427;;1352471.035288800000000;7219881.417904280100000;-1.66781961363304;48.0841654198395
79;35238;;;;;;;;1352528.200466040100000;7220023.017494630100000;-1.66716866970176;48.0854677719341
80;35238;1, allee du Gacet;Aérien;Public;Haie;Gravier;;OM-MM;1352606.237001870100000;7220028.267071530200000;-1.66612731964105;48.085557359744
83;35238;Allee de Geneve (angle allee du Gacet);Enterré;Public;Sans;Métal;;OM-MM-VE;1352905.013726850000000;7220010.402223870200000;-1.66210949473538;48.0855594452221
84;35238;Avenue des Pays-Bas (angle allee du Gacet);Aérien;Public;Haie;Enrobé;;OM-MM;1352967.718462009900000;7219980.805929710200000;-1.66124530327142;48.0853278166983
85;35238;1, rue de la Volga;Aérien;Public;Béton - Grillage - Haie;Enrobé;20100525;OM-MM-VE;1353663.576880630100000;7220094.163908090400000;-1.65201317212874;48.0867233170632
86;35238;2, rue de la Volga;Aérien;Public;Haie;Béton;20100525;OM-MM;1353611.767571690000000;7220148.754929759500000;-1.65275158853949;48.0871853238925
87;35238;2, place de Prague;Aérien;Public;Haie;Béton;;OM-VE;1353618.947837200000000;7220120.531089769700000;-1.65263252526171;48.0869358298725
88;35238;3, place de Prague;Aérien;Public;Treillis soudé;Enrobé;;OM-MM;1353658.071966900000000;7220134.153376749700000;-1.65211930757468;48.0870793503723
89;35238;Avenue des Pays-Bas (angle allee d Amsterdam);Aérien;Public;Sans;Enrobé;;OM;1352964.517756310100000;7219855.858554960200000;-1.66118684751594;48.0842043271513
90;35238;20, avenue des Pays-Bas;Aérien;Public;Sans;Enrobé et gravier;;OM-MM;1352963.056961060000000;7219807.881041109600000;-1.66116750781529;48.0837728016125
93;35238;14, allee des Asturies;Enterré;Public;Sans;Métal;;OM-MM-VE;1352086.808408590000000;7219974.263525979600000;-1.67304321068985;48.0847897402664
94;35238;10, allee des Asturies;Enterré;Public;Sans;Métal;;OM-MM;1352079.329460470000000;7220028.325871019600000;-1.67318738041275;48.0852710207604
95;35238;8, allee des Asturies;Enterré;Public;Sans;Métal;;OM-MM;1352084.596886350100000;7220056.270089210000000;-1.67313952574471;48.0855247653534
96;35238;5, allee des Asturies (cote allee de Bilbao);Enterré;Public;Sans;Métal;;OM-MM-VE;1352097.939588010100000;7220092.135864740200000;-1.67298991113968;48.0858540268848
99;35238;11, cours de Bilbao;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;1352238.486457560000000;7220059.564688470200000;-1.67108024130579;48.0856381700887
100;35238;22, cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM-VE;1352343.796691519900000;7220053.793264069600000;-1.66966449799052;48.0856436992238
101;35238;34, cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM;1352383.460067820000000;7220047.402228100200000;-1.66912785493932;48.0856079152039
102;35238;37, cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM;1352407.039651949900000;7220108.165266970200000;-1.66886127654575;48.0861662647067
104;35238;Allee d Uppsalla;Aérien;Public;Grillage souple;Enrobé;;OM-MM-VE;1351866.818038580000000;7220283.320661590400000;-1.67624227747337;48.0874444592436
107;35238;1, allee de Malmoe;Aérien;Public;Haie;Gravier;;OM-MM;1351542.673459810000000;7220262.436970010400000;-1.68056860170748;48.0870801669046
108;35238;2, allee de Malmoe;Aérien;Public;Haie;Gravier;;OM-MM;1351573.088504839900000;7220306.137360040100000;-1.68019665199819;48.0874890902968
109;35238;3, allee de Malmoe;Aérien;Public;Haie;Gravier;;OM-MM;1351543.461668010100000;7220240.433705019800000;-1.68054011930258;48.0868830596405
110;35238;Allee du Labrador;Aérien;Public;Grillage - Haie;Gravier;;OM-MM;1351352.551009390000000;7220454.228664480100000;-1.68327239915393;48.0886982207806
111;35238;Avenue d Irlande (angle allee du Labrador);Aérien;Public;Sans;Enrobé;;OM-MM;1351304.688727620100000;7220363.704686390200000;-1.68383995432121;48.0878593958817
112;35238;Rue de Norvege;Aérien;Public;Haie;Gravier;;OM-MM;1351223.460370050000000;7220234.507471960000000;-1.684823043411;48.0866551509813
113;35238;46, boulevard Albert 1er;Enterré;Public;Sans;Métal;;OM-MM;1351710.513173379900000;7220456.790811300300000;-1.67847789279775;48.0889165773671
114;35238;52, boulevard Albert 1er;Enterré;Public;Sans;Métal;;OM-MM-VE;1351777.447029789900000;7220451.148913560400000;-1.67757640111415;48.0889024326988
115;35238;58, boulevard Albert 1er;Enterré;Public;Sans;Métal;20100303;OM-MM;1351856.292313939900000;7220440.957999089700000;-1.67651159733004;48.0888539360346
116;35238;Allee du Pigeon Blanc;Aérien;Privé;Sans;Enrobé;;OM;1350698.812045410000000;7220469.504859359900000;-1.69204469650475;48.0884780756964
117;35238;Allee Henri Bergson;Aérien;Privé;Haie;Gravier;20100309;OM-VE;1350526.489575980000000;7220191.710809970300000;-1.6941268139112;48.0858898770378
118;35238;19, rue du Gouverneur General Yves Chatel;Aérien;Privé;Grillage - Haie;Enrobé;;OM-MM-VE;1350543.621679390100000;7219927.092231430100000;-1.69368114068773;48.0835236263428
119;35238;Rue du Boberil (angle square de Londres);Aérien;Privé;Haie;Terre et béton;;OM-MM;1350618.178540230000000;7219882.384192910000000;-1.69264570609497;48.0831630528229
120;35238;Rue du Boberil (angle rue d Angleterre);Aérien;Privé;Haie;Terre;;OM-MM;1350494.355877970100000;7219898.570880129900000;-1.69431791772952;48.0832406127712
121;35238;Rue du Boberil (angle 12, square des Cloteaux);Aérien;Privé;Haie;Terre et béton;;OM-MM;1350381.760384029900000;7219938.645009850200000;-1.69585922898576;48.0835387456304
122;35238;Rue du Boberil (angle square du Menou);Aérien;Privé;Haie;Enrobé;;OM-MM-VE;1350354.671571150000000;7219928.907120550100000;-1.69621421292789;48.0834364920612
123;35238;7, square des Cloteaux;Aérien;Privé;Sans;Gravier;;OM-MM;1350379.626823399900000;7220028.649924780200000;-1.69596135727735;48.0843455999418
124;35238;1, square des Cloteaux;Aérien;Privé;Sans;Béton;;OM-MM;1350403.831997140100000;7220050.413144540000000;-1.69565482818903;48.0845542318929
125;35238;Square du Haut Blosne;Aérien;Privé;Claustra;Enrobé;;OM-MM;1350199.550234129900000;7220225.344786600200000;-1.69853489995242;48.0860128144134
126;35238;Square du Haut Blosne;Aérien;Privé;Haie;Enrobé;;OM-MM;1350302.330574270100000;7220204.361328810500000;-1.697140613633;48.0858807294899
127;35238;Square du Haut Blosne;Aérien;Privé;Sans;Enrobé;;OM-MM;1350296.457045130000000;7220217.415107250200000;-1.69722998133187;48.0859947035169
129;35238;Rue Frederic Mistral (angle boulevard Leon Grimault);Aérien;Public;Haie;;;OM-MM;1353384.996600850000000;7220641.683317050300000;-1.65618960974153;48.0914876852618
130;35238;47, boulevard Oscar Leroux (angle square Etienne Nicol);Aérien;Public;Haie;Gravier;;OM-MM;1352874.527448030000000;7220687.574300140100000;-1.66306744574872;48.0916223636406
131;35238;Boulevard Oscar Leroux (angle rue Eugene Deprez);Aérien;Public;Sans;Terre;20100420;OM-MM;1352660.173427330100000;7220665.124255499800000;-1.66592169087878;48.0913042400503
136;35238;13, square de Galicie;Aérien;Public;Haie;Béton;;OM-MM-VE;1353598.269384529900000;7220257.705094480000000;-1.65302067442401;48.0881561378698
137;35238;5, square de Galicie;Aérien;Public;Treillis soudé;Béton;;OM-MM;1353668.145193229900000;7220246.036840810400000;-1.65207490273908;48.0880892857979
138;35238;11, square de Galicie;Aérien;Public;Haie;Béton;;OM-MM-VE;1353659.589454140000000;7220292.110869119900000;-1.65222684813826;48.0884982903652
139;35238;8, allee de Croatie;Aérien;Public;Haie;Gravier;20111115;OM-MM;1353676.756197680000000;7220386.230370329700000;-1.6520730085971;48.089352591071
140;35238;Place du Landrel (angle allee de Croatie);Enterré;Public;Sans;Enrobé;20111115;OM-MM-VE;1353689.750207989900000;7220483.303248950300000;-1.65197747113511;48.0902311431876
142;35238;Face au 12, cours de Boheme;Enterré;Public;Sans;Métal;20100104;OM-MM-VE;1353605.643771850000000;7220512.015840450300000;-1.65312777976811;48.0904432970858
143;35238;Square de Slovaquie (angle cours de Boheme);Enterré;Public;Sans;Métal;;OM;1353483.913488680000000;7220530.753776229900000;-1.65477419537033;48.0905454714185
144;35238;Square de Slovaquie (angle cours de Boheme);Enterré;Public;Sans;Métal;;MM-VE;1353483.807837660000000;7220519.756942370000000;-1.6547667032191;48.0904466865344
145;35238;19, Villa de Moravie;Enterré;Public;Sans;Métal;;OM-MM;1353373.923604870000000;7220529.809596169700000;-1.65624734226811;48.0904772936666
147;35238;Villa de Moravie (angle chemin du Landrel);Enterré;Public;Sans;Métal;20100104;OM-MM-VE;1353356.030986730000000;7220472.350243169800000;-1.65644054945453;48.0899517211767
157;35238;7, square des Hautes Ourmes;Aérien;Public;Grillage - Haie;Terre;;OM-MM;1354078.958517069900000;7220234.097140040200000;-1.64656039247827;48.0882047808358
158;35238;5, square des Hautes Ourmes;Aérien;Public;Grillage - Haie;Gravier;;OM;1354041.939885719900000;7220231.452459950000000;-1.64705430056208;48.0881609815024
159;35238;4, square des Hautes Ourmes;Aérien;Public;Grillage - Haie;Terre;;OM-MM;1353964.873808939900000;7220223.193425630200000;-1.64808029795016;48.0880450737601
161;35238;face au n°2, square des Hautes 0urmes;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;1353819.715155380100000;7220284.175908840300000;-1.65007474827019;48.0885138844148
163;35238;Square du Cormier (angle avenue des Pays-Bas);Aérien;Public;Haie;Gravier;;OM-MM-VE;1353138.726830940000000;7220505.071449729600000;-1.65937900996188;48.0901274748464
164;35238;Square du Cormier (angle rue Pierre Lemoine);Aérien;Public;Haie;Terre;;OM-MM;1353014.000209610000000;7220635.245186369900000;-1.66115597081394;48.0912283764979
165;35238;Square du Cormier (angle boulevard Oscar Leroux);Aérien;Public;Haie;Terre;;OM-MM;1353127.940699310000000;7220631.152015630200000;-1.6596257837295;48.0912535390941
166;35238;Rue Andre Gide (angle rue Adolphe Leray);Aérien;Public;Haie;;;OM-MM;1352987.708424049900000;7220708.484335579900000;-1.6615677096024;48.0918716117874
167;35238;10, rue Marc Sangnier;Aérien;Privé;Haie;;;OM-MM;1353034.252815860100000;7220870.008429559900000;-1.66107500312508;48.0933470324304
229;35238;12, allee de Maurepas;Enterré;Public;Sans;Métal;;OM-MM;1353193.369048869900000;7224630.779818270400000;-1.66199395184004;48.1271967057523
231;35238;22, allee de Maurepas;Enterré;Public;Haie;Gravier;;OM-MM;1353288.313526209900000;7224626.869595490400000;-1.66071758209597;48.1272131998027
233;35238;12, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353355.880948330000000;7224687.209722240500000;-1.65986047514689;48.1277916278682
234;35238;10, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353293.936731959900000;7224691.803037179600000;-1.66069487872404;48.1277992086638
235;35238;8, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353235.991642799900000;7224696.358498030300000;-1.66147562331627;48.1278086170188
236;35238;6, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353167.020522689900000;7224698.020025369700000;-1.66240187800503;48.1277860457394
237;35238;4, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353100.049217470000000;7224699.662374380000000;-1.66330129874983;48.1277643821155
238;35238;2, allee de Brno;Aérien;Privé;Béton;Béton;;OM;1353033.096604230100000;7224703.304051940300000;-1.66420209207297;48.1277606709629
239;35238;Square Hippolyte Dayot (angle rue du Docteur Bertheux);Aérien;Public;Haie;Enrobé;;OM-MM;1353029.945878909900000;7224271.417393160100000;-1.66389355816179;48.1238816154728
240;35238;6, square Saint-Exupery;Enterré;Public;Sans;Métal;;;1353201.292665079900000;7224206.785227919900000;-1.66154349896067;48.123394515396
242;35238;6 Rue du Gros Chene;Enterré;Public;Sans;Métal;;OM-MM;1353270.589443909900000;7224343.094521869900000;-1.66072493258763;48.1246559190196
243;35238;7, rue de l Abbe Lemire;Aérien;Privé;Béton;Béton;;OM;1353176.125202920100000;7224396.990422359700000;-1.66203538004742;48.125088442362
244;35238;5, rue de l Abbe Lemire;Aérien;Privé;Béton;Béton;;OM;1353122.486629230000000;7224433.498453020100000;-1.6627842812592;48.1253870432036
245;35238;Face au 11, rue de la Marbaudais;Aérien;Public;Haie;Gravier;20100303;OM;1353073.051400329900000;7224431.707172060400000;-1.66344572339764;48.1253440852529
250;35238;6, rue d Exeter;Aérien;Public;Haie;Gravier;;OM-MM-VE;1353574.444389130000000;7224646.120243519500000;-1.65689619504584;48.1275414434606
251;35238;Rue d Exeter (angle rue Parmentier);Enterré;Public;Sans;Métal;;OM-MM-VE;1353683.327409429900000;7224636.077446370400000;-1.65542792666898;48.1275103899653
252;35238;Place de l Europe;Aérien;Public;Sans;Gravier;;OM-MM-VE;1353493.649789240000000;7224665.891527229900000;-1.65799569034104;48.1276750725318
253;35238;Rue de Louvain (angle rue Nonclerc);Aérien;Public;Sans;Enrobé;;OM-MM;1353401.809963840100000;7224680.770083869800000;-1.65923933863899;48.1277587657297
259;35238;21, rue Gustave Charpentier;Aérien;Public;Viking renforcé;Enrobé et gravier;;OM-MM;1353522.344685770100000;7224530.642180410200000;-1.65750118899791;48.1264764234516
260;35238;27, rue Gustave Charpentier;Aérien;Public;Viking renforcé;Enrobé et gravier;;OM-MM;1353523.882259180100000;7224586.616635560100000;-1.65752597074112;48.1269797818629
261;35238;Rue des Longs Pres (poste de police);Enterré;Public;Sans;Métal;20100303;OM-MM;1353743.036236040100000;7225181.315477300400000;-1.6550692407701;48.1324378015892
262;35238;Rue des Longs Pres (angle square de Sendai);Enterré;Public;Haie;Gravier;20100303;OM-MM-VE;1353902.356479930000000;7225186.237567639900000;-1.65293653092742;48.13256843908
438;35238;Rue de la Poterie (angle rue Maurice Hay);Aérien;Public;;;;VE;1353874.025144839900000;7221069.913529509700000;-1.64998279989519;48.0955975599979
439;35238;Rue de Bel Air (face Marcel Ponnavoy);Aérien;Public;;;;VE;1354065.331836750000000;7220793.128040510200000;-1.64719507247708;48.0932163053389
440;35238;Face au 43, rue Lavoisier;Aérien;Public;;;;VE;1354038.957323360000000;7223563.869860599700000;-1.64979066545504;48.1180772657378
441;35238;267, rue de Fougeres;Aérien;Public;;;;VE;1353725.768336130100000;7224474.701348129700000;-1.65472797761696;48.1260846304292
442;35238;Avenue des Gallets (face rue Xavier Grall);Aérien;Public;;;;VE;1354660.397551140000000;7224662.698343710000000;-1.64234676703911;48.1282789700123
447;35238;31, rue Mirabeau;Aérien;Privé;;;;VE;1354467.110352370000000;7224212.639141020400000;-1.64457477974581;48.1241337737839
448;35238;2, square de la Grande Charbonniere;Aérien;Public;;;;VE;1354307.281035729900000;7224123.189165510200000;-1.6466455921979;48.1232441397281
449;35238;Rue des Plantes;Aérien;Public;;;;VE;1354145.549222460000000;7223939.775790330000000;-1.64866578169532;48.1215098525115
451;35238;Square Pedros Flores (entree ferme des Galets);Aérien;Public;;;;VE;1354835.841269149900000;7224400.066379769700000;-1.63978178182481;48.1260160339815
452;35238;Rue du Doyen Albert Bouzat (face square Louis Boulanger);Aérien;Public;;;;VE;1354804.425238600000000;7224564.335876540300000;-1.64033580944474;48.127473825586
453;35238;Rue du Doyen Albert Bouzat (face square Yves Lefevre);Aérien;Public;;;;VE;1355049.999092960000000;7224628.967895880300000;-1.63709480347912;48.1281868957149
454;35238;Rue Malmanche (apres sortie parking);Aérien;Public;;;;VE;1355220.585133380000000;7224693.319875950000000;-1.63485911458751;48.1288568429954
455;35238;Square Marcel Bouget;Aérien;Public;;;;VE;1355535.153160749900000;7224446.350559109800000;-1.63044139342393;48.126809481527
456;35238;Rue Andre Philippe (pres cabine telephonique);Aérien;Public;;;;VE;1355272.959801760000000;7224316.889970949900000;-1.63385295629273;48.1255055954899
460;35238;Avenue de la Vistule (angle rue de Varsovie);Aérien;Public;;;;VE;1353954.869789950100000;7219910.344914509900000;-1.64796131167439;48.0852309391318
461;35238;Avenue de Pologne (Centre commercial Sainte-Elisabeth);Aérien;Public;;;;VE;1353743.897222189900000;7219909.369624390300000;-1.65078736721235;48.0851078205709
462;35238;Rue de Hongrie;Aérien;Public;;;;VE;1353285.486773580100000;7220378.685327500100000;-1.65730994747799;48.0890725143503
463;35238;Rue Saint-Laurent (angle entree parking eglise);Aérien;Public;;;;VE;1353793.969291550100000;7225849.779364599800000;-1.65492810473546;48.1384667322803
464;35238;Avenue du General Patton (angle square du General John S. Wood);Aérien;Public;;;;VE;1353606.223186750000000;7226080.534969479800000;-1.65763352818789;48.1404364679448
465;35238;Rue de la Heronniere (angle square de Tanouarn);Aérien;Public;;;;VE;1353916.197202079900000;7225459.682995989900000;-1.65297250568802;48.1350308714457
466;35238;Avenue des Monts d Arree (angle rue de Paimpol);Aérien;Public;;;;VE;1353635.240207870000000;7225250.419374509700000;-1.65657097062552;48.1329996840197
467;35238;Avenue des Monts d Arree (angle rue Jean Marin);Aérien;Public;;;;VE;1353226.315308969900000;7225666.262364850400000;-1.66239290219792;48.1365108512923
472;35238;Rue du Scorff (angle rue du Finistere);Aérien;Public;;;;VE;1352323.333934250100000;7225234.014122439500000;-1.67415194041934;48.1321388188607
168;35238;18, rue Marc Sangnier;Aérien;Privé;Haie;;;OM-MM;1353130.121338430100000;7220858.090646879700000;-1.65978059253509;48.0932921283637
169;35238;Rue Paul Langevin (angle rue Andre Gide);Aérien;Public;Haie;;;OM-MM;1353219.991988870100000;7220742.248633249700000;-1.65848230808916;48.0923009426529
170;35238;Rue Paul Langevin (angle rue Frederic Mistral);Aérien;Public;Haie;;;OM-MM-VE;1353234.997628280000000;7220743.104395209800000;-1.65828191327546;48.0923167753823
171;35238;Rue Paul Langevin (angle square Leon Blum);Aérien;Privé;Claustra;;;OM-MM;1353330.796246419900000;7221140.113570299900000;-1.65731990967955;48.0959330632408
172;35238;Rue Paul Langevin (angle square Leon Blum);Aérien;Privé;Haie;;;OM-MM;1353307.667896080100000;7221126.337905320300000;-1.65761870467279;48.0957968292264
